Job Title,Status,Gender,Total Pay Bin,
Junior Administrative Analyst,FT,female,60-79,
General Laborer,FT,male,60-79,
Parking Control Officer,FT,male,60-79,
Gardener,FT,female,60-79,
Parking Control Officer,FT,male,60-79,
Custodian,FT,male,60-79,
Automotive Service Worker,FT,male,60-79,
Parking Control Officer,FT,female,60-79,
Automotive Service Worker,FT,male,60-79,
Transit Car Cleaner,PT,male,80-99,
Patient Care Assistant,FT,female,60-79,
Gardener,FT,female,60-79,
Transit Operator,FT,male,60-79,
Nurse Practitioner,PT,female,60-79,
Deputy Court Clerk II,FT,female,60-79,
EMT/Paramedic/Firefighter,FT,male,60-79,
Community Police Services Aide,FT,male,60-79,
Health Worker 3,FT,male,60-79,
Custodian,FT,male,60-79,
Transit Operator,FT,male,60-79,
Senior Administrative Analyst,PT,female,60-79,
Senior Clerk Typist,FT,female,60-79,
Gardener,FT,male,60-79,
Transit Operator,FT,male,80-99,
Senior Clerk Typist,FT,female,60-79,
Transit Operator,PT,male,60-79,
Custodian,FT,male,60-79,
Automotive Service Worker,FT,male,60-79,
Health Worker 3,FT,female,60-79,
Custodian,FT,male,60-79,
Special Nurse,PT,female,100-119,
Gardener,FT,male,60-79,
Parking Control Officer,FT,male,60-79,
Gardener,FT,female,60-79,
Police Officer,PT,male,60-79,
Senior Clerk Typist,FT,male,60-79,
Custodian,FT,female,60-79,
HSA Sr Eligibility Worker,FT,male,60-79,
Custodian,FT,male,60-79,
Electronic Maintenance Tech,PT,male,60-79,
Parking Control Officer,FT,male,60-79,
Custodian,FT,female,60-79,
Management Assistant,PT,female,60-79,
Senior Clerk Typist,FT,female,60-79,
Transit Operator,FT,female,60-79,
Medical Evaluations Assistant,FT,female,60-79,
Custodian,FT,female,60-79,
Patient Care Assistant,FT,female,60-79,
Senior Clerk,FT,female,60-79,
Porter,FT,male,60-79,
Patient Care Assistant,FT,male,60-79,
Transit Car Cleaner,FT,male,60-79,
Gardener,FT,male,60-79,
Painter,PT,male,60-79,
HSA Social Worker,FT,female,60-79,
Senior Clerk Typist,FT,male,60-79,
Gardener,FT,male,60-79,
HSA Sr Eligibility Worker,FT,female,60-79,
Patient Care Assistant,FT,male,60-79,
Senior Clerk Typist,FT,female,60-79,
Medical Evaluations Assistant,FT,female,60-79,
Senior Clerk Typist,FT,female,60-79,
Transit Operator,FT,male,60-79,
Transit Operator,PT,male,60-79,
Patient Care Assistant,FT,male,60-79,
Custodian,FT,male,60-79,
Parking Control Officer,FT,female,60-79,
HSA Sr Eligibility Worker,FT,female,60-79,
Transit Operator,FT,female,60-79,
Museum Guard,FT,female,60-79,
Management Assistant,FT,male,60-79,
Porter,FT,male,60-79,
Senior Clerk Typist,FT,female,60-79,
Patient Care Assistant,FT,male,60-79,
Licensed Vocational Nurse,FT,female,60-79,
Gardener,FT,male,60-79,
Truck Driver,PT,male,80-99,
Parking Control Officer,FT,male,60-79,
Gardener,FT,male,60-79,
Senior Account Clerk,FT,male,60-79,
Transit Operator,PT,female,60-79,
Medical Evaluations Assistant,FT,female,60-79,
Clerk,FT,female,60-79,
Administrative Analyst,FT,female,60-79,
Senior Account Clerk,FT,male,60-79,
Custodian,FT,female,60-79,
Custodian,FT,male,60-79,
Custodian,FT,female,60-79,
Porter,FT,female,60-79,
Gardener,FT,male,60-79,
Transit Operator,FT,male,60-79,
Electrical Transit System Mech,PT,male,60-79,
Custodian,FT,male,60-79,
Medical Evaluations Assistant,FT,male,60-79,
Junior Administrative Analyst,FT,male,60-79,
Porter,FT,male,60-79,
Patient Care Assistant,FT,female,60-79,
Patient Care Assistant,FT,male,60-79,
Patient Care Assistant,FT,female,60-79,
Firefighter,PT,male,60-79,
Patient Care Assistant,FT,female,60-79,
Hospital Eligibility Worker,FT,female,60-79,
Administrative Analyst,FT,female,60-79,
Custodian,FT,female,60-79,
Patient Care Assistant,FT,female,60-79,
Senior Account Clerk,FT,female,60-79,
Clerk,FT,male,60-79,
Hospital Eligibility Worker,FT,female,60-79,
Custodian,FT,female,60-79,
Custodian,FT,male,60-79,
Food Service Worker,FT,male,60-79,
Custodian,FT,male,60-79,
Senior Clerk Typist,FT,female,60-79,
Hospital Eligibility Worker,FT,female,60-79,
Senior Clerk Typist,FT,female,60-79,
Transit Operator,FT,male,60-79,
Licensed Vocational Nurse,FT,female,60-79,
Senior Clerk Typist,FT,female,60-79,
Senior Clerk Typist,FT,female,60-79,
EMT/Paramedic/Firefighter,FT,male,80-99,
Custodian,FT,male,60-79,
Senior Clerk,FT,female,60-79,
Clerk,FT,male,60-79,
Librarian 1,PT,female,60-79,
Medical Evaluations Assistant,FT,female,60-79,
Special Nurse,PT,female,80-99,
Special Nurse,PT,female,100-119,
Parking Control Officer,FT,female,60-79,
Senior Account Clerk,FT,female,60-79,
Custodian,FT,male,60-79,
Senior Account Clerk,FT,female,60-79,
Licensed Vocational Nurse,PT,female,60-79,
Pr Administrative Analyst,PT,female,60-79,
Senior Clerk,FT,male,60-79,
General Laborer,FT,male,60-79,
Senior Clerk Typist,FT,female,60-79,
Nurse Practitioner,PT,female,80-99,
Gardener,FT,female,60-79,
Transit Operator,PT,male,60-79,
Registered Nurse,PT,female,60-79,
Porter,FT,male,60-79,
Custodian,FT,male,60-79,
Senior Clerk Typist,FT,male,60-79,
Custodian,FT,female,60-79,
General Laborer,PT,male,60-79,
Gardener,FT,male,60-79,
Custodian,FT,female,60-79,
Health Worker 2,FT,female,60-79,
Custodian,FT,female,60-79,
Special Nurse,PT,male,80-99,
Health Worker 2,FT,female,60-79,
Hospital Eligibility Worker,FT,female,60-79,
Special Nurse,PT,female,80-99,
Porter,FT,female,60-79,
Porter,FT,male,60-79,
Gardener,FT,male,60-79,
Stationary Engineer,PT,male,60-79,
Porter,FT,male,60-79,
Transit Operator,FT,female,60-79,
Senior Clerk,FT,female,60-79,
Medical Evaluations Assistant,FT,male,60-79,
Health Worker 3,FT,female,60-79,
Patient Care Assistant,PT,female,60-79,
Transit Operator,FT,male,80-99,
Transit Operator,PT,female,60-79,
Medical Evaluations Assistant,FT,female,60-79,
Senior Clerk Typist,FT,female,60-79,
HSA Sr Eligibility Worker,FT,female,60-79,
Senior Clerk Typist,FT,female,60-79,
HSA Sr Eligibility Worker,FT,female,60-79,
Custodian,FT,male,60-79,
Special Nurse,PT,female,80-99,
Transit Operator,FT,female,60-79,
General Laborer,FT,male,60-79,
Junior Administrative Analyst,FT,female,60-79,
Health Worker 2,FT,female,60-79,
Custodian,FT,male,60-79,
Custodian,FT,female,60-79,
General Laborer,FT,male,60-79,
Management Assistant,FT,male,60-79,
Health Worker 2,FT,female,60-79,
Senior Clerk Typist,FT,female,60-79,
Custodian,FT,female,60-79,
Porter,FT,female,60-79,
Custodian,FT,male,60-79,
Medical Evaluations Assistant,FT,male,60-79,
Special Nurse,PT,female,100-119,
Hospital Eligibility Worker,PT,female,60-79,
Medical Evaluations Assistant,FT,female,60-79,
Custodian,FT,male,60-79,
Management Assistant,FT,female,60-79,
Medical Evaluations Assistant,FT,male,60-79,
Registered Nurse,PT,male,60-79,
Automotive Service Worker,FT,male,60-79,
Special Nurse,PT,female,80-99,
Community Police Services Aide,FT,male,60-79,
Senior Clerk Typist,FT,female,60-79,
Porter,FT,male,60-79,
Gardener,FT,female,60-79,
General Laborer,FT,male,60-79,
Custodian,FT,female,60-79,
Parking Control Officer,FT,male,60-79,
Special Nurse,PT,female,80-99,
Junior Administrative Analyst,FT,female,60-79,
Senior Account Clerk,FT,female,60-79,
Special Nurse,PT,male,100-119,
HSA Sr Eligibility Worker,FT,female,60-79,
Health Worker 3,FT,male,60-79,
Custodian,FT,male,60-79,
Automotive Mechanic,PT,male,60-79,
Special Nurse,PT,male,100-119,
Transit Operator,FT,male,80-99,
Hospital Eligibility Worker,FT,male,60-79,
Transit Operator,PT,female,60-79,
Parking Control Officer,FT,female,60-79,
Junior Administrative Analyst,FT,male,60-79,
Parking Control Officer,FT,male,60-79,
Attorney (Civil/Criminal),PT,female,60-79,
Patient Care Assistant,FT,male,60-79,
Gardener,FT,male,60-79,
HSA Social Worker,FT,female,60-79,
General Laborer,FT,male,60-79,
Senior Clerk,FT,male,60-79,
Health Worker 2,FT,female,60-79,
Transit Operator,FT,male,60-79,
Truck Driver,PT,male,60-79,
Transit Operator,FT,female,60-79,
Community Police Services Aide,FT,female,60-79,
Transit Operator,FT,male,60-79,
Hospital Eligibility Worker,FT,female,60-79,
Gardener,FT,female,60-79,
Parking Control Officer,FT,male,60-79,
Parking Control Officer,FT,male,60-79,
Patient Care Assistant,FT,female,60-79,
Hospital Eligibility Worker,FT,female,60-79,
Hospital Eligibility Worker,FT,female,60-79,
Health Worker 3,FT,male,60-79,
Museum Guard,FT,male,60-79,
Senior Account Clerk,FT,female,60-79,
Behavioral Health Clinician,PT,female,60-79,
General Laborer,FT,male,60-79,
HSA Sr Eligibility Worker,FT,female,60-79,
Custodian,FT,male,60-79,
Custodian,FT,male,60-79,
Medical Evaluations Assistant,PT,female,60-79,
Patient Care Assistant,FT,female,60-79,
Custodian,FT,male,60-79,
Medical Evaluations Assistant,FT,female,60-79,
Medical Evaluations Assistant,FT,female,60-79,
Community Police Services Aide,FT,female,60-79,
Community Police Services Aide,FT,male,60-79,
HSA Sr Eligibility Worker,PT,female,60-79,
Police Officer 3,PT,male,80-99,
Parking Control Officer,FT,male,60-79,
General Laborer,FT,male,60-79,
EMT/Paramedic/Firefighter,FT,male,80-99,
Parking Control Officer,FT,female,60-79,
Registered Nurse,PT,female,80-99,
Custodian,FT,male,60-79,
General Laborer,FT,male,60-79,
General Laborer,FT,male,60-79,
Medical Evaluations Assistant,FT,female,60-79,
Community Police Services Aide,FT,male,60-79,
Patient Care Assistant,FT,female,60-79,
Transit Operator,FT,male,60-79,
Parking Control Officer,FT,male,60-79,
Firefighter,FT,male,60-79,
Custodian,FT,male,60-79,
Transit Operator,FT,male,60-79,
Parking Control Officer,FT,male,60-79,
Patient Care Assistant,FT,male,60-79,
Transit Operator,FT,male,60-79,
Parking Control Officer,FT,male,60-79,
Patient Care Assistant,FT,female,60-79,
Registered Nurse,PT,female,80-99,
Firefighter,FT,male,60-79,
Health Worker 2,FT,male,60-79,
Parking Control Officer,FT,male,60-79,
General Laborer,FT,male,60-79,
Transit Operator,PT,male,60-79,
Patient Care Assistant,FT,female,60-79,
Gardener,FT,female,60-79,
Transit Operator,FT,male,60-79,
Parking Control Officer,FT,female,60-79,
Patient Care Assistant,FT,male,60-79,
Truck Driver,PT,male,60-79,
Patient Care Assistant,FT,female,60-79,
Firefighter,FT,male,60-79,
Junior Administrative Analyst,FT,male,60-79,
HSA Social Worker,FT,female,60-79,
Senior Clerk Typist,FT,female,60-79,
IS Business Analyst-Senior,PT,female,60-79,
Patient Care Assistant,FT,female,60-79,
Museum Guard,FT,male,60-79,
Transit Operator,FT,male,60-79,
Clerk,FT,male,60-79,
Management Assistant,FT,male,60-79,
Gardener,FT,male,60-79,
Custodian,FT,female,60-79,
Firefighter,FT,male,60-79,
Special Nurse,PT,male,100-119,
Licensed Vocational Nurse,FT,female,60-79,
Hospital Eligibility Worker,FT,male,60-79,
Parking Control Officer,FT,male,60-79,
Gardener,FT,male,60-79,
General Laborer,FT,male,60-79,
Transit Operator,FT,female,60-79,
Firefighter,PT,female,80-99,
Custodian,FT,female,60-79,
Medical Evaluations Assistant,FT,male,60-79,
Police Officer,FT,male,60-79,
Transit Operator,FT,male,60-79,
Automotive Service Worker,PT,male,60-79,
HSA Sr Eligibility Worker,FT,female,60-79,
Transit Operator,FT,male,60-79,
Registered Nurse,PT,female,80-99,
Gardener,FT,female,60-79,
General Laborer,FT,male,60-79,
Registered Nurse,PT,female,80-99,
Gardener,FT,male,60-79,
Registered Nurse,PT,female,80-99,
Parking Control Officer,FT,male,60-79,
Administrative Analyst,FT,female,60-79,
Transit Operator,FT,male,60-79,
Patient Care Assistant,FT,female,60-79,
Police Officer 2,PT,female,60-79,
Gardener,FT,male,60-79,
Gardener,FT,male,60-79,
Medical Evaluations Assistant,FT,female,60-79,
Gardener,FT,male,60-79,
Patient Care Assistant,FT,male,60-79,
General Laborer,FT,male,60-79,
Parking Control Officer,FT,male,60-79,
Junior Administrative Analyst,FT,female,60-79,
Firefighter,FT,male,60-79,
Firefighter,FT,male,60-79,
Transit Operator,FT,male,60-79,
General Laborer,FT,male,60-79,
Gardener,FT,female,60-79,
Gardener,FT,male,60-79,
Gardener,FT,male,60-79,
Gardener,FT,male,60-79,
Gardener,FT,male,60-79,
Gardener,FT,male,60-79,
Junior Administrative Analyst,FT,male,60-79,
General Laborer,FT,male,60-79,
Electrician,PT,female,60-79,
Porter,FT,male,60-79,
Museum Guard,FT,male,60-79,
Protective Services Worker,FT,female,60-79,
Protective Services Worker,FT,female,60-79,
Transit Operator,FT,male,60-79,
Deputy Court Clerk II,FT,female,60-79,
Firefighter,FT,male,60-79,
Senior Clerk Typist,FT,female,60-79,
Health Worker 3,FT,male,60-79,
Gardener,FT,male,60-79,
Gardener,FT,male,60-79,
Gardener,FT,male,60-79,
Gardener,FT,male,60-79,
Parking Control Officer,FT,male,60-79,
Gardener,FT,female,60-79,
Gardener,FT,female,60-79,
General Laborer,FT,male,60-79,
Gardener,FT,male,60-79,
Special Nurse,PT,female,100-119,
Gardener,FT,male,60-79,
Gardener,FT,female,60-79,
Custodian,FT,male,60-79,
Transit Operator,FT,female,60-79,
Gardener,FT,male,60-79,
Automotive Service Worker,FT,male,60-79,
Transit Car Cleaner,FT,female,60-79,
Transit Operator,FT,male,60-79,
Gardener,FT,male,60-79,
Clerk,FT,male,60-79,
Senior Clerk Typist,FT,female,60-79,
Behavioral Health Clinician,PT,female,60-79,
Transit Operator,FT,male,60-79,
Medical Evaluations Assistant,FT,female,60-79,
General Laborer,FT,male,60-79,
Gardener,FT,female,60-79,
General Laborer,FT,male,60-79,
General Laborer,FT,male,60-79,
Registered Nurse,PT,female,80-99,
General Laborer,FT,male,60-79,
Licensed Vocational Nurse,PT,female,60-79,
Museum Guard,FT,male,60-79,
HSA Sr Eligibility Worker,FT,female,60-79,
Parking Control Officer,FT,male,60-79,
General Laborer,FT,male,60-79,
Custodian,FT,male,60-79,
Medical Evaluations Assistant,FT,female,60-79,
Parking Control Officer,FT,male,60-79,
Museum Guard,FT,male,60-79,
Health Worker 2,FT,female,60-79,
Medical Evaluations Assistant,FT,female,60-79,
Patient Care Assistant,FT,female,60-79,
Health Worker 3,FT,female,60-79,
Parking Control Officer,FT,male,60-79,
Gardener,FT,male,60-79,
Transit Operator,FT,male,60-79,
Painter,PT,male,60-79,
Porter,FT,male,60-79,
Medical Evaluations Assistant,FT,female,60-79,
General Laborer,FT,male,60-79,
Health Worker 2,FT,female,60-79,
Health Worker 3,FT,female,60-79,
Hospital Eligibility Worker,FT,female,60-79,
Senior Account Clerk,FT,male,60-79,
Porter,FT,male,60-79,
Assistant Engineer,FT,male,80-99,
Community Police Services Aide,FT,male,60-79,
General Laborer,FT,male,60-79,
Health Worker 2,FT,male,60-79,
General Laborer,FT,male,60-79,
HSA Sr Eligibility Worker,FT,female,60-79,
Medical Evaluations Assistant,FT,female,60-79,
Pr Administrative Analyst,PT,female,60-79,
Protective Services Worker,PT,male,80-99,
Transit Operator,FT,male,60-79,
Senior Clerk Typist,FT,female,60-79,
Gardener,FT,male,60-79,
Gardener,FT,male,60-79,
Custodian,FT,male,60-79,
Health Worker 3,FT,female,60-79,
Parking Control Officer,FT,male,60-79,
General Laborer,FT,male,60-79,
Gardener,FT,male,60-79,
Custodian,FT,male,60-79,
Medical Evaluations Assistant,FT,female,60-79,
Medical Evaluations Assistant,FT,female,60-79,
General Laborer,FT,male,60-79,
Parking Control Officer,FT,male,60-79,
Junior Administrative Analyst,FT,male,60-79,
Transit Operator,FT,male,60-79,
Parking Control Officer,FT,male,60-79,
General Laborer,FT,male,60-79,
Transit Operator,FT,male,80-99,
Patient Care Assistant,FT,male,60-79,
Porter,FT,female,60-79,
Parking Control Officer,FT,male,60-79,
Food Service Worker,FT,male,60-79,
Senior Account Clerk,FT,female,60-79,
Hospital Eligibility Worker,FT,female,60-79,
Medical Evaluations Assistant,FT,female,60-79,
HSA Sr Eligibility Worker,FT,female,60-79,
Custodian,FT,male,60-79,
Firefighter,FT,male,60-79,
Licensed Vocational Nurse,PT,female,80-99,
Senior Clerk Typist,FT,female,60-79,
Special Nurse,PT,female,100-119,
Custodian,FT,male,60-79,
Transit Operator,PT,male,80-99,
Porter,FT,female,60-79,
Medical Evaluations Assistant,FT,female,60-79,
Gardener,FT,male,60-79,
Licensed Vocational Nurse,FT,male,60-79,
Transit Operator,FT,male,60-79,
Parking Control Officer,FT,female,60-79,
Transit Operator,FT,female,60-79,
Patient Care Assistant,FT,female,60-79,
Community Police Services Aide,FT,female,60-79,
General Laborer,FT,male,60-79,
Stationary Engineer,PT,male,60-79,
HSA Sr Eligibility Worker,FT,male,60-79,
Transit Operator,FT,male,60-79,
HSA Sr Eligibility Worker,FT,female,60-79,
Patient Care Assistant,FT,female,60-79,
Health Worker 3,FT,female,60-79,
HSA Sr Eligibility Worker,FT,female,60-79,
HSA Sr Eligibility Worker,FT,male,60-79,
Parking Control Officer,FT,male,60-79,
General Laborer,FT,male,60-79,
Parking Control Officer,FT,female,60-79,
Medical Evaluations Assistant,FT,female,60-79,
Gardener,FT,female,60-79,
Behavioral Health Clinician,FT,female,60-79,
General Laborer,FT,male,60-79,
Custodian,FT,male,60-79,
Truck Driver,PT,male,60-79,
Patient Care Assistant,FT,male,60-79,
Administrative Analyst,PT,female,60-79,
Electrical Transit System Mech,PT,male,60-79,
Parking Control Officer,FT,male,60-79,
Hospital Eligibility Worker,FT,female,60-79,
Registered Nurse,PT,male,80-99,
Gardener,FT,male,60-79,
Custodian,FT,male,60-79,
Transit Operator,FT,male,60-79,
Medical Evaluations Assistant,FT,female,60-79,
Custodian,FT,male,60-79,
Transit Operator,FT,male,60-79,
Licensed Vocational Nurse,FT,male,60-79,
Patient Care Assistant,FT,female,60-79,
Librarian 1,PT,female,60-79,
Parking Control Officer,FT,female,60-79,
Electrician,PT,male,60-79,
Medical Evaluations Assistant,FT,female,60-79,
Gardener,FT,male,60-79,
Patient Care Assistant,FT,female,60-79,
HSA Sr Eligibility Worker,FT,male,60-79,
Transit Operator,PT,male,60-79,
Custodian,FT,male,60-79,
Manager II,PT,male,80-99,
Patient Care Assistant,FT,female,60-79,
Transit Car Cleaner,FT,female,60-79,
Custodian,FT,female,60-79,
Medical Evaluations Assistant,FT,male,60-79,
Special Nurse,PT,male,80-99,
Hospital Eligibility Worker,FT,female,60-79,
Custodian,FT,female,60-79,
Parking Control Officer,FT,male,60-79,
Electronic Maintenance Tech,PT,male,80-99,
Medical Evaluations Assistant,FT,female,60-79,
Senior Account Clerk,FT,male,60-79,
Custodian,FT,male,60-79,
General Laborer,FT,male,60-79,
Transit Operator,FT,male,60-79,
Health Worker 2,FT,male,60-79,
Deputy Court Clerk II,FT,female,60-79,
Administrative Analyst,FT,female,80-99,
HSA Social Worker,FT,female,60-79,
Parking Control Officer,FT,female,60-79,
Parking Control Officer,FT,female,60-79,
Parking Control Officer,FT,male,60-79,
Parking Control Officer,FT,male,60-79,
Automotive Mechanic,PT,male,60-79,
Custodian,FT,female,60-79,
Deputy Sheriff (SFERS),PT,female,60-79,
Community Police Services Aide,FT,female,60-79,
Hospital Eligibility Worker,FT,female,60-79,
Medical Evaluations Assistant,FT,female,60-79,
HSA Sr Eligibility Worker,FT,male,60-79,
Custodian,FT,male,60-79,
Custodian,FT,male,60-79,
Custodian,FT,male,60-79,
Health Worker 2,FT,male,60-79,
Custodian,FT,female,60-79,
Custodian,FT,female,60-79,
Medical Evaluations Assistant,FT,female,60-79,
Custodian,FT,male,60-79,
HSA Sr Eligibility Worker,FT,female,60-79,
Senior Clerk,FT,male,60-79,
Medical Evaluations Assistant,FT,male,60-79,
Transit Operator,FT,male,60-79,
Health Worker 2,FT,male,60-79,
Health Worker 3,FT,male,60-79,
Clerk,FT,female,60-79,
Patient Care Assistant,FT,female,60-79,
Patient Care Assistant,FT,female,60-79,
Patient Care Assistant,FT,female,60-79,
Transit Operator,FT,male,60-79,
Senior Account Clerk,FT,male,60-79,
Porter,FT,male,60-79,
Patient Care Assistant,FT,male,60-79,
Medical Evaluations Assistant,FT,female,60-79,
Custodian,FT,male,60-79,
Hospital Eligibility Worker,FT,male,60-79,
Special Nurse,PT,female,80-99,
Custodian,FT,male,60-79,
Porter,FT,male,60-79,
Special Nurse,PT,male,80-99,
Transit Operator,FT,male,60-79,
Transit Operator,FT,female,60-79,
Custodian,FT,male,60-79,
Librarian 1,PT,female,60-79,
Senior Clerk,FT,female,60-79,
Nurse Practitioner,PT,female,60-79,
Junior Administrative Analyst,FT,female,60-79,
Gardener,FT,female,60-79,
General Laborer,FT,male,60-79,
Porter,FT,male,60-79,
Special Nurse,PT,female,80-99,
Custodian,FT,female,60-79,
Registered Nurse,PT,female,80-99,
Custodian,FT,male,60-79,
Health Worker 3,FT,female,60-79,
Porter,FT,male,60-79,
Custodian,FT,female,60-79,
Custodian,FT,male,60-79,
Porter,FT,female,60-79,
Patient Care Assistant,FT,female,60-79,
Porter,FT,female,60-79,
Medical Evaluations Assistant,FT,female,60-79,
Patient Care Assistant,FT,female,60-79,
Transit Operator,FT,female,60-79,
General Laborer,FT,male,60-79,
Licensed Vocational Nurse,PT,female,60-79,
Custodian,FT,male,60-79,
Junior Administrative Analyst,FT,male,60-79,
Transit Operator,FT,male,60-79,
Stationary Eng Sewage Plant,PT,female,60-79,
Custodian,FT,male,60-79,
Librarian 1,PT,female,60-79,
Transit Operator,PT,female,60-79,
Custodian,FT,male,60-79,
Porter,FT,female,60-79,
Patient Care Assistant,FT,male,60-79,
Patient Care Assistant,FT,female,60-79,
Transit Operator,FT,male,60-79,
Porter,FT,male,60-79,
Hospital Eligibility Worker,FT,female,60-79,
Porter,FT,male,60-79,
Porter,FT,female,60-79,
Special Nurse,PT,female,80-99,
Health Worker 3,FT,female,60-79,
Patient Care Assistant,FT,male,60-79,
Patient Care Assistant,FT,male,60-79,
Custodian,FT,female,60-79,
Transit Operator,FT,male,80-99,
Custodian,FT,female,60-79,
Junior Administrative Analyst,FT,female,60-79,
Licensed Vocational Nurse,PT,female,60-79,
Gardener,FT,female,60-79,
Custodian,FT,female,60-79,
Administrative Analyst,FT,female,60-79,
Custodian,FT,male,60-79,
Senior Clerk Typist,FT,female,60-79,
General Laborer,FT,male,60-79,
General Laborer,FT,male,60-79,
Transit Operator,FT,male,80-99,
Custodian,FT,male,60-79,
Porter,FT,male,60-79,
Custodian,FT,female,60-79,
Transit Operator,FT,male,60-79,
Medical Evaluations Assistant,FT,female,60-79,
Electronic Maintenance Tech,PT,male,60-79,
Health Worker 2,FT,female,60-79,
Transit Operator,PT,male,60-79,
Registered Nurse,PT,female,60-79,
Clerk,FT,female,60-79,
Special Nurse,PT,female,80-99,
Porter,FT,female,60-79,
HSA Sr Eligibility Worker,FT,female,60-79,
HSA Sr Eligibility Worker,FT,female,60-79,
Health Worker 3,FT,male,60-79,
Parking Control Officer,FT,male,60-79,
HSA Sr Eligibility Worker,FT,female,60-79,
Custodian,FT,male,60-79,
Health Worker 2,FT,female,60-79,
Senior Clerk,FT,female,60-79,
Police Officer,FT,female,60-79,
Transit Operator,PT,male,60-79,
Senior Account Clerk,FT,female,60-79,
Custodian,FT,female,60-79,
Licensed Vocational Nurse,PT,female,60-79,
HSA Sr Eligibility Worker,PT,female,60-79,
Firefighter,PT,female,60-79,
Registered Nurse,PT,female,60-79,
Custodian,FT,male,60-79,
Custodian,FT,female,60-79,
Junior Administrative Analyst,FT,female,60-79,
Custodian,FT,male,60-79,
Senior Clerk,FT,female,60-79,
HSA Sr Eligibility Worker,FT,male,60-79,
Medical Evaluations Assistant,FT,female,60-79,
Deputy Court Clerk II,FT,male,60-79,
Transit Operator,FT,male,60-79,
Health Worker 3,FT,female,60-79,
Patient Care Assistant,FT,female,60-79,
Hospital Eligibility Worker,FT,female,60-79,
Custodian,FT,female,60-79,
Custodian,FT,male,60-79,
HSA Sr Eligibility Worker,FT,female,60-79,
Medical Evaluations Assistant,FT,female,60-79,
Registered Nurse,PT,female,60-79,
Porter,FT,male,60-79,
Porter,FT,male,60-79,
Porter,FT,male,60-79,
Management Assistant,FT,female,60-79,
Transit Operator,FT,male,60-79,
Transit Operator,FT,male,60-79,
Custodian,FT,male,60-79,
General Laborer,FT,male,60-79,
HSA Social Worker,FT,male,60-79,
Food Service Worker,FT,male,60-79,
Custodian,FT,female,60-79,
Custodian,FT,male,60-79,
Transit Operator,FT,male,60-79,
HSA Sr Eligibility Worker,FT,female,60-79,
Transit Operator,PT,female,60-79,
Custodian,FT,male,60-79,
General Laborer,FT,male,60-79,
Gardener,FT,male,60-79,
Transit Operator,FT,male,60-79,
General Laborer,FT,male,60-79,
Health Worker 2,FT,female,60-79,
Patient Care Assistant,FT,female,60-79,
Medical Evaluations Assistant,FT,female,60-79,
Patient Care Assistant,FT,male,60-79,
Hospital Eligibility Worker,FT,female,60-79,
Custodian,FT,male,60-79,
Porter,FT,male,60-79,
HSA Social Worker,FT,female,60-79,
Custodian,FT,male,60-79,
Patient Care Assistant,FT,male,60-79,
Licensed Vocational Nurse,PT,female,60-79,
Custodian,FT,female,60-79,
Registered Nurse,PT,female,60-79,
Transit Operator,FT,male,60-79,
Custodian,FT,male,60-79,
Custodian,FT,male,60-79,
Health Worker 2,FT,male,60-79,
Administrative Analyst,FT,female,60-79,
Senior Clerk,FT,female,60-79,
Custodian,FT,female,60-79,
Custodian,FT,male,60-79,
Gardener,FT,female,60-79,
Porter,FT,male,60-79,
Transit Operator,PT,female,60-79,
Custodian,FT,male,60-79,
Junior Administrative Analyst,FT,male,60-79,
Behavioral Health Clinician,PT,female,60-79,
Senior Account Clerk,FT,female,60-79,
Senior Clerk,FT,female,60-79,
Custodian,FT,male,60-79,
Transit Operator,FT,female,60-79,
IS Engineer-Senior,PT,female,60-79,
Porter,FT,male,60-79,
Porter,FT,female,60-79,
Health Worker 2,FT,female,60-79,
Licensed Vocational Nurse,PT,female,60-79,
Hospital Eligibility Worker,FT,male,60-79,
Custodian,FT,male,60-79,
Junior Administrative Analyst,FT,male,60-79,
Health Worker 3,FT,female,60-79,
Custodian,FT,male,60-79,
Transit Operator,PT,male,60-79,
Automotive Service Worker,FT,male,60-79,
HSA Social Worker,FT,female,60-79,
Gardener,FT,male,60-79,
Porter,FT,male,60-79,
Health Worker 2,FT,female,60-79,
Senior Clerk,FT,male,60-79,
Porter,FT,male,60-79,
Medical Evaluations Assistant,FT,female,60-79,
General Laborer,PT,male,60-79,
Custodian,FT,male,60-79,
Patient Care Assistant,FT,male,60-79,
General Laborer,FT,female,60-79,
Health Worker 3,FT,female,60-79,
Junior Administrative Analyst,FT,female,60-79,
Health Worker 2,FT,female,60-79,
Porter,FT,female,60-79,
Custodian,FT,female,60-79,
Custodian,FT,female,60-79,
Custodian,FT,male,60-79,
General Laborer,FT,male,60-79,
Senior Clerk,FT,female,60-79,
Porter,FT,male,60-79,
Clerk,FT,female,60-79,
Clerk,FT,male,60-79,
Transit Operator,PT,female,60-79,
Custodian,FT,female,60-79,
Junior Administrative Analyst,FT,female,60-79,
Special Nurse,PT,male,80-99,
Transit Operator,FT,male,60-79,
Registered Nurse,PT,female,60-79,
Deputy Court Clerk II,FT,female,60-79,
Transit Car Cleaner,PT,female,60-79,
Special Nurse,PT,female,80-99,
Transit Operator,PT,male,60-79,
Parking Control Officer,FT,female,60-79,
Transit Operator,PT,male,60-79,
Transit Operator,PT,male,60-79,
Parking Control Officer,FT,male,60-79,
Clerk,FT,female,60-79,
