Job Title,Status,Gender,Annual Salary Bin,
HSA Social Worker,F,female,40-59,
Transit Operator,F,male,40-59,
Parking Control Officer,P,male,40-59,
Transit Supervisor,P,female,60-79,
Food Service Worker,F,male,40-59,
Special Nurse,P,female,60-79,
Parking Control Officer,P,male,40-59,
Transit Operator,F,male,60-79,
Special Nurse,P,female,80-99,
Parking Control Officer,P,female,40-59,
Transit Operator,F,male,40-59,
Manager III,P,male,60-79,
HSA Sr Eligibility Worker,F,female,40-59,
Medical Evaluations Assistant,F,female,40-59,
Protective Services Worker,P,female,40-59,
Public SafetyComm Disp,P,female,40-59,
Assistant Engineer,P,male,60-79,
Transit Operator,P,male,40-59,
Senior Clerk,F,female,40-59,
Special Nurse,P,female,60-79,
Stationary Engineer,P,male,40-59,
Librarian 1,P,female,40-59,
Special Nurse,P,male,60-79,
Manager III,P,male,60-79,
General Laborer,P,male,40-59,
Special Nurse,P,female,60-79,
StdntDsgn Train2/Arch/Eng/Plng,F,female,40-59,
Clerk,F,male,40-59,
Hospital Eligibility Worker,P,female,40-59,
Hospital Eligibility Worker,F,female,40-59,
Public Service Trainee,F,female,40-59,
Custodian,P,male,40-59,
Transit Operator,F,female,40-59,
Transit Operator,P,male,40-59,
General Laborer,P,male,40-59,
Medical Evaluations Assistant,F,female,40-59,
Public Service Trainee,F,male,40-59,
Patient Care Assistant,P,male,40-59,
Firefighter,P,male,60-79,
Senior Clerk,F,male,40-59,
Clerk,F,male,40-59,
Librarian 1,P,female,40-59,
Custodian,F,male,60-79,
General Laborer,P,male,60-79,
Special Nurse,P,male,60-79,
Senior Clerk,F,female,40-59,
Special Nurse,P,female,60-79,
Junior Administrative Analyst,F,male,60-79,
Transit Operator,P,male,40-59,
Special Nurse,P,female,60-79,
Attorney (Civil/Criminal),P,male,60-79,
Parking Control Officer,P,female,40-59,
Attorney (Civil/Criminal),P,female,60-79,
Transit Operator,F,male,40-59,
Junior Administrative Analyst,P,male,40-59,
Senior Clerk,F,male,40-59,
Special Nurse,P,female,60-79,
Protective Services Worker,P,female,40-59,
Custodian,P,male,40-59,
Parking Control Officer,P,male,40-59,
Librarian 1,P,female,40-59,
Junior Clerk,F,female,40-59,
Custodian,P,male,40-59,
PS Aide to Prof,F,male,40-59,
Truck Driver,P,male,40-59,
Junior Clerk,F,female,40-59,
Special Nurse,P,female,60-79,
Public Service Trainee,F,male,40-59,
Gardener,P,female,40-59,
EMT/Paramedic/Firefighter,P,male,60-79,
Clerk,P,female,40-59,
Porter,P,male,40-59,
Gardener,P,male,40-59,
Transit Operator,P,male,40-59,
HSA Sr Eligibility Worker,P,female,40-59,
Patient Care Assistant,F,female,40-59,
Behavioral Health Clinician,P,female,40-59,
Transit Operator,P,male,40-59,
EMT/Paramedic/Firefighter,P,male,60-79,
Senior Account Clerk,F,male,40-59,
Transit Operator,P,male,40-59,
Transit Operator,F,male,60-79,
Custodian,P,female,40-59,
Transit Operator,P,male,40-59,
Public Service Trainee,F,female,40-59,
HSA Sr Eligibility Worker,F,female,40-59,
Health Worker 2,P,male,40-59,
Registered Nurse,P,female,40-59,
Attorney (Civil/Criminal),P,male,40-59,
Special Nurse,P,female,60-79,
Gardener,F,male,40-59,
Manager II,P,male,60-79,
Electrician,P,male,40-59,
Special Nurse,P,female,60-79,
Senior Account Clerk,P,female,40-59,
Junior Clerk,F,male,40-59,
Porter,P,female,40-59,
Registered Nurse,P,female,40-59,
Librarian 1,P,female,40-59,
Junior Administrative Analyst,P,female,40-59,
Patient Care Assistant,P,female,40-59,
Food Service Worker,F,male,40-59,
Community Police Services Aide,P,female,40-59,
Museum Guard,P,male,40-59,
Transit Operator,P,male,40-59,
Licensed Vocational Nurse,P,female,40-59,
Behavioral Health Clinician,P,female,40-59,
Transit Operator,P,male,40-59,
Special Nurse,P,female,60-79,
Junior Clerk,F,male,40-59,
Community Police Services Aide,P,male,40-59,
Transit Operator,P,male,40-59,
Porter,F,female,40-59,
Library Page,F,female,40-59,
Special Nurse,P,female,60-79,
Police Officer,P,male,40-59,
Health Worker 2,P,female,40-59,
Junior Clerk,F,female,40-59,
Gardener,F,female,40-59,
Pr Administrative Analyst,P,female,40-59,
Community Police Services Aide,P,female,40-59,
Management Assistant,P,female,40-59,
Assistant Engineer,P,female,60-79,
Public Service Trainee,F,male,40-59,
Gardener,P,male,40-59,
Transit Car Cleaner,P,female,40-59,
Senior Human Resources Analyst,P,female,60-79,
PS Aide to Prof,F,male,40-59,
Junior Clerk,F,female,40-59,
Behavioral Health Clinician,P,female,40-59,
Custodian,P,male,40-59,
Transit Operator,F,male,60-79,
General Laborer,P,male,40-59,
Custodian,P,female,40-59,
Transit Operator,P,male,40-59,
Senior Clerk,F,female,40-59,
StdntDsgn Train2/Arch/Eng/Plng,F,male,60-79,
Public Service Trainee,F,female,40-59,
Patient Care Assistant,F,male,40-59,
Registered Nurse,P,female,40-59,
Transit Operator,P,female,60-79,
Transit Operator,P,male,40-59,
Special Nurse,P,female,60-79,
Transit Operator,P,male,40-59,
Hospital Eligibility Worker,P,female,40-59,
Custodian,F,male,60-79,
Transit Operator,P,male,60-79,
Patient Care Assistant,P,female,40-59,
Assistant Engineer,P,female,60-79,
EMT/Paramedic/Firefighter,P,male,60-79,
Senior Physician Specialist,P,female,60-79,
Transit Operator,P,female,40-59,
Deputy Court Clerk II,P,male,40-59,
Public Service Trainee,F,female,40-59,
Automotive Mechanic,P,male,40-59,
Transit Operator,P,male,40-59,
Librarian 1,P,female,40-59,
Special Nurse,P,female,60-79,
Junior Administrative Analyst,F,female,60-79,
Community Police Services Aide,P,male,40-59,
Licensed Vocational Nurse,P,male,40-59,
Deputy Court Clerk II,P,female,40-59,
Community Police Services Aide,P,female,40-59,
Patient Care Assistant,F,female,40-59,
Special Nurse,P,male,60-79,
Medical Evaluations Assistant,P,female,40-59,
Public Service Trainee,P,male,40-59,
Protective Services Worker,P,female,40-59,
Porter,F,male,40-59,
Junior Clerk,F,female,40-59,
Senior Account Clerk,F,female,40-59,
Transit Car Cleaner,P,male,40-59,
Patient Care Assistant,F,female,40-59,
Transit Operator,P,male,40-59,
Senior Account Clerk,P,female,40-59,
Transit Operator,F,male,60-79,
Administrative Analyst,F,female,60-79,
Patient Care Assistant,P,female,40-59,
HSA Sr Eligibility Worker,F,female,40-59,
HSA Sr Eligibility Worker,F,female,40-59,
HSA Sr Eligibility Worker,F,female,40-59,
Special Nurse,P,female,60-79,
General Laborer,P,male,40-59,
Deputy Sheriff (SFERS),P,female,40-59,
Porter,F,male,60-79,
Parking Control Officer,P,male,40-59,
Registered Nurse,P,female,40-59,
Community Police Services Aide,P,female,40-59,
Junior Clerk,F,female,40-59,
Special Nurse,P,female,60-79,
Clerk,P,male,40-59,
Nurse Practitioner,P,male,60-79,
Senior Clerk,P,male,40-59,
Patient Care Assistant,F,female,40-59,
Gardener,F,female,40-59,
HSA Sr Eligibility Worker,F,male,40-59,
HSA Sr Eligibility Worker,F,male,40-59,
HSA Sr Eligibility Worker,F,female,40-59,
IS Business Analyst-Senior,P,male,40-59,
Library Page,F,female,40-59,
Librarian 1,P,male,40-59,
Transit Operator,P,male,40-59,
Food Service Worker,P,female,40-59,
Parking Control Officer,P,male,40-59,
Automotive Service Worker,P,male,40-59,
Special Nurse,P,male,60-79,
Hospital Eligibility Worker,P,female,40-59,
Clerk,F,female,40-59,
Parking Control Officer,P,female,40-59,
Custodian,P,male,40-59,
Senior Clerk Typist,P,female,40-59,
Clerk,F,female,40-59,
Truck Driver,P,female,40-59,
Nursing Assistant,P,male,40-59,
HSA Sr Eligibility Worker,F,female,40-59,
Transit Operator,P,male,40-59,
Firefighter,P,male,60-79,
Police Officer,P,male,40-59,
Gardener,F,male,40-59,
Gardener,P,male,40-59,
Transit Operator,P,male,40-59,
Electrician,P,male,40-59,
Transit Operator,P,male,40-59,
Senior Clerk,F,male,40-59,
Junior Administrative Analyst,P,male,40-59,
Manager I,P,female,40-59,
Transit Operator,F,male,60-79,
Health Worker 3,P,male,40-59,
Hospital Eligibility Worker,F,female,40-59,
Porter,F,male,40-59,
Parking Control Officer,P,female,40-59,
Transit Operator,P,male,40-59,
Registered Nurse,P,female,40-59,
General Laborer,P,male,40-59,
Public Service Trainee,F,male,40-59,
Clerk,F,female,40-59,
General Laborer,P,male,40-59,
Transit Operator,P,male,40-59,
Junior Administrative Analyst,F,female,40-59,
Pr Administrative Analyst,P,female,40-59,
Custodian,P,female,40-59,
Transit Operator,P,male,40-59,
Medical Evaluations Assistant,P,female,40-59,
Transit Operator,P,male,40-59,
Senior Clerk,F,male,40-59,
Custodian,P,male,40-59,
HSA Sr Eligibility Worker,F,male,40-59,
Gardener,P,male,40-59,
Junior Administrative Analyst,P,female,40-59,
Registered Nurse,P,male,40-59,
Patient Care Assistant,P,female,40-59,
Special Nurse,P,female,40-59,
Transit Operator,P,female,0-39,
HSA Sr Eligibility Worker,P,female,0-39,
Firefighter,P,male,0-39,
Registered Nurse,P,female,40-59,
Manager I,P,male,40-59,
Gardener,P,female,40-59,
Special Nurse,P,female,40-59,
Licensed Vocational Nurse,P,male,40-59,
Public Svc Aide-Public Works,F,male,0-39,
Police Officer,P,female,40-59,
Custodian,P,male,0-39,
Electrician,P,male,0-39,
Manager I,P,male,40-59,
Transit Operator,P,female,0-39,
Parking Control Officer,P,female,0-39,
Electronic Maintenance Tech,P,male,40-59,
Special Nurse,P,female,40-59,
Transit Operator,P,female,40-59,
Transit Operator,P,female,0-39,
Gardener,P,male,40-59,
Special Nurse,P,female,40-59,
Public SafetyComm Disp,P,female,40-59,
HSA Sr Eligibility Worker,P,female,0-39,
Police Officer,P,male,40-59,
Parking Control Officer,P,female,0-39,
Patient Care Assistant,P,female,40-59,
Transit Operator,P,male,40-59,
Senior Administrative Analyst,P,male,40-59,
Nurse Practitioner,P,male,40-59,
Senior Clerk,P,female,40-59,
Special Nurse,P,female,40-59,
Library Page,P,male,0-39,
Custodian,P,female,0-39,
Transit Operator,P,female,0-39,
Public Svc Aide-Public Works,F,male,0-39,
Manager III,P,female,40-59,
Administrative Analyst,P,female,0-39,
Clerk,P,female,0-39,
Transit Operator,P,female,0-39,
Registered Nurse,P,female,40-59,
Transit Operator,P,male,0-39,
Management Assistant,P,female,40-59,
HSA Sr Eligibility Worker,P,female,0-39,
PS Aide to Prof,P,female,0-39,
Special Nurse,P,female,40-59,
Medical Evaluations Assistant,P,female,0-39,
Special Nurse,P,female,40-59,
Management Assistant,P,male,0-39,
Transit Operator,P,male,0-39,
Porter,P,male,40-59,
Public Service Trainee,P,female,0-39,
Manager I,P,male,40-59,
Transit Operator,P,male,0-39,
Health Worker 2,P,female,40-59,
Public Svc Aide-Public Works,F,male,0-39,
Patient Care Assistant,P,male,40-59,
HSA Sr Eligibility Worker,P,female,0-39,
Transit Operator,P,male,0-39,
Library Page,P,male,0-39,
Management Assistant,P,female,0-39,
Special Nurse,P,female,40-59,
Clerk,P,female,40-59,
Senior Administrative Analyst,P,male,40-59,
Library Page,P,female,0-39,
Health Worker 3,P,female,0-39,
Registered Nurse,P,male,40-59,
Library Page,P,male,0-39,
Police Officer 3,P,female,40-59,
Transit Operator,F,female,40-59,
Public Svc Aide-Public Works,F,male,0-39,
Management Assistant,P,female,40-59,
Transit Operator,P,male,0-39,
Electronic Maintenance Tech,P,male,40-59,
Stationary Eng Sewage Plant,P,male,0-39,
Clerk,P,female,0-39,
Registered Nurse,P,female,40-59,
Special Nurse,P,female,40-59,
Manager I,P,male,40-59,
General Laborer,P,male,0-39,
Special Nurse,P,female,40-59,
Transit Operator,P,male,0-39,
Transit Operator,P,male,40-59,
Library Page,P,male,0-39,
Attorney (Civil/Criminal),P,male,40-59,
HSA Social Worker,P,female,0-39,
Library Page,P,male,0-39,
Transit Operator,P,male,0-39,
Special Nurse,P,female,40-59,
Transit Operator,P,female,40-59,
Senior Human Resources Analyst,P,female,40-59,
Assoc Engineer,P,male,40-59,
Special Nurse,P,female,40-59,
Transit Operator,P,male,40-59,
Parking Control Officer,P,male,40-59,
Transit Car Cleaner,P,male,40-59,
Special Nurse,P,female,40-59,
Protective Services Worker,P,male,0-39,
Hospital Eligibility Worker,P,female,40-59,
General Laborer,F,male,0-39,
Senior Administrative Analyst,P,female,40-59,
Transit Operator,P,male,0-39,
Senior Clerk,P,male,0-39,
Special Nurse,P,female,40-59,
Librarian 1,P,female,40-59,
Painter,P,female,40-59,
Protective Services Worker,P,male,40-59,
Protective Services Worker,P,female,40-59,
Special Nurse,P,male,40-59,
Public Service Trainee,P,female,40-59,
EMT/Paramedic/Firefighter,P,male,40-59,
Manager I,P,female,40-59,
Manager II,P,female,40-59,
Transit Operator,P,male,40-59,
Public Svc Aide-Public Works,F,male,0-39,
Public Svc Aide-Public Works,F,male,0-39,
Special Nurse,P,female,40-59,
Clerk,P,male,0-39,
Gardener,P,male,40-59,
Transit Operator,P,male,40-59,
Transit Operator,P,male,0-39,
Transit Operator,P,female,0-39,
Junior Administrative Analyst,P,male,40-59,
Assoc Engineer,P,male,40-59,
General Laborer,P,male,40-59,
General Laborer,P,female,0-39,
Transit Operator,P,male,40-59,
Transit Operator,P,male,0-39,
Transit Operator,P,male,0-39,
Special Nurse,P,female,40-59,
PS Aide to Prof,F,female,40-59,
Public Svc Aide-Public Works,F,male,0-39,
Health Worker 3,P,male,40-59,
Patient Care Assistant,P,female,40-59,
Public Service Trainee,F,male,0-39,
Public Svc Aide-Public Works,F,male,0-39,
Public Svc Aide-Public Works,F,male,0-39,
Public Service Trainee,F,female,0-39,
Lieutenant Fire Suppression,P,male,40-59,
Transit Operator,P,male,40-59,
Custodian,P,male,0-39,
Special Nurse,P,female,40-59,
Health Worker 2,P,female,40-59,
Special Nurse,P,female,40-59,
Special Nurse,P,female,40-59,
Special Nurse,P,female,40-59,
HSA Sr Eligibility Worker,P,male,40-59,
Health Worker 2,P,male,0-39,
Public Service Trainee,F,male,0-39,
Transit Operator,P,male,0-39,
Senior Administrative Analyst,P,female,40-59,
Special Nurse,P,male,40-59,
Painter,P,male,40-59,
Transit Operator,P,male,0-39,
General Laborer,P,female,0-39,
Manager I,P,female,40-59,
Custodian,P,male,0-39,
Porter,P,male,40-59,
Public Svc Aide-Public Works,F,male,0-39,
Parking Control Officer,P,female,40-59,
Library Page,P,female,0-39,
Public Service Trainee,P,female,0-39,
Special Nurse,P,female,40-59,
Custodian,P,female,0-39,
Library Page,P,female,0-39,
Senior Administrative Analyst,P,female,40-59,
Transit Operator,P,male,0-39,
Custodian,P,female,40-59,
Transit Supervisor,P,female,0-39,
Transit Operator,P,male,40-59,
Patient Care Assistant,P,female,40-59,
Special Nurse,P,male,40-59,
Senior Administrative Analyst,P,male,0-39,
Nurse Practitioner,P,female,40-59,
Public Service Trainee,F,male,0-39,
Hospital Eligibility Worker,P,female,0-39,
General Laborer,F,male,0-39,
Transit Operator,P,male,0-39,
General Laborer,P,female,0-39,
Transit Operator,P,male,0-39,
Transit Operator,P,female,0-39,
Attorney (Civil/Criminal),P,male,40-59,
Transit Operator,P,male,0-39,
Public SafetyComm Disp,P,female,0-39,
Medical Evaluations Assistant,P,female,0-39,
Publ Svc Aide-Asst to Prof,P,female,0-39,
Nursing Assistant,P,female,0-39,
Gardener,P,male,0-39,
Custodian,P,female,0-39,
Transit Operator,P,female,0-39,
Health Worker 2,P,female,0-39,
Custodian,P,male,40-59,
Special Nurse,P,female,40-59,
Public Svc Aide-Public Works,F,male,0-39,
Special Nurse,P,female,40-59,
Attorney (Civil/Criminal),P,male,0-39,
Police Officer,P,male,0-39,
Custodian,P,male,0-39,
Community Police Services Aide,P,male,40-59,
Transit Operator,P,male,0-39,
PS Aide to Prof,P,male,0-39,
Transit Operator,P,female,40-59,
Junior Clerk,F,female,40-59,
Special Nurse,P,female,40-59,
Protective Services Worker,P,female,40-59,
Licensed Vocational Nurse,P,female,40-59,
Porter,P,male,40-59,
Transit Operator,P,male,0-39,
Public Svc Aide-Public Works,F,female,0-39,
Hospital Eligibility Worker,P,female,0-39,
Library Page,P,female,0-39,
Publ Svc Aide-Asst to Prof,P,female,0-39,
Transit Operator,P,male,0-39,
IS Business Analyst-Principal,P,female,40-59,
Special Nurse,P,female,40-59,
Transit Operator,P,male,0-39,
Special Nurse,P,female,40-59,
HSA Sr Eligibility Worker,P,female,40-59,
Library Page,P,male,0-39,
Custodian,P,female,0-39,
Special Nurse,P,female,40-59,
Food Service Worker,P,female,0-39,
Library Page,P,female,0-39,
Deputy Sheriff (SFERS),P,female,40-59,
Attorney (Civil/Criminal),P,female,0-39,
Transit Operator,P,male,0-39,
General Laborer,P,male,0-39,
Library Page,P,male,0-39,
Transit Operator,P,male,0-39,
Food Service Worker,P,male,0-39,
Public Svc Aide-Public Works,F,male,0-39,
Library Page,P,male,0-39,
Special Nurse,P,female,40-59,
Police Officer 3,P,male,40-59,
EMT/Paramedic/Firefighter,P,male,0-39,
Transit Operator,P,male,40-59,
Assistant Engineer,P,male,0-39,
Police Officer,P,male,40-59,
Special Nurse,P,female,40-59,
Special Nurse,P,male,40-59,
General Laborer,P,male,40-59,
Transit Operator,P,female,0-39,
Nurse Practitioner,P,female,40-59,
Patient Care Assistant,P,male,0-39,
Public Svc Aide-Public Works,F,male,0-39,
Special Nurse,P,female,40-59,
Clerk,P,male,0-39,
Patient Care Assistant,P,female,0-39,
Clerk,P,female,0-39,
Special Nurse,P,male,40-59,
Transit Operator,P,male,0-39,
Food Service Worker,P,female,0-39,
Senior Clerk,P,male,0-39,
Museum Guard,P,male,0-39,
Senior Clerk,P,female,0-39,
IS Business Analyst-Senior,P,female,0-39,
Electrical Transit System Mech,P,male,0-39,
Attorney (Civil/Criminal),P,male,40-59,
Manager II,P,female,40-59,
Transit Operator,P,male,0-39,
Special Nurse,P,female,40-59,
Food Service Worker,P,female,0-39,
Clerk,P,female,0-39,
Public SafetyComm Disp,P,male,0-39,
Custodian,P,male,0-39,
Transit Operator,P,female,0-39,
Licensed Vocational Nurse,P,female,0-39,
Special Nurse,P,female,40-59,
Transit Supervisor,P,female,0-39,
Food Service Worker,P,male,0-39,
Manager IV,P,female,40-59,
Transit Operator,P,female,40-59,
Transit Car Cleaner,P,male,40-59,
Library Page,P,female,0-39,
Special Nurse,P,female,40-59,
Patient Care Assistant,P,female,40-59,
Parking Control Officer,P,female,0-39,
Registered Nurse,P,female,40-59,
Special Nurse,P,male,40-59,
Attorney (Civil/Criminal),P,male,0-39,
Hospital Eligibility Worker,P,female,0-39,
Transit Operator,P,male,0-39,
Special Nurse,P,male,40-59,
Transit Operator,P,female,0-39,
Transit Operator,P,female,0-39,
PS Aide to Prof,P,male,0-39,
StdntDsgn Train2/Arch/Eng/Plng,P,male,0-39,
Administrative Analyst,P,female,0-39,
Management Assistant,P,female,0-39,
Special Nurse,P,female,40-59,
Porter,P,male,0-39,
Publ Svc Aide-Asst to Prof,P,female,0-39,
Licensed Vocational Nurse,P,female,40-59,
Police Officer,P,male,40-59,
Transit Operator,P,male,0-39,
Health Worker 2,P,female,0-39,
General Laborer,P,male,0-39,
Public Svc Aide-Public Works,F,male,0-39,
Custodian,P,female,0-39,
Transit Operator,P,male,0-39,
Food Service Worker,P,male,0-39,
Patient Care Assistant,P,female,40-59,
Registered Nurse,P,female,40-59,
Painter,P,male,40-59,
Firefighter,P,male,0-39,
HSA Sr Eligibility Worker,P,female,0-39,
Transit Operator,P,male,0-39,
Transit Operator,P,female,0-39,
Transit Operator,P,male,0-39,
General Laborer,P,male,0-39,
Custodian,P,male,0-39,
Attorney (Civil/Criminal),P,female,40-59,
Transit Operator,P,female,0-39,
Junior Administrative Analyst,P,female,0-39,
Licensed Vocational Nurse,P,female,0-39,
Registered Nurse,P,female,40-59,
Transit Operator,P,female,0-39,
Patient Care Assistant,P,female,0-39,
Patient Care Assistant,P,female,0-39,
Library Page,P,female,0-39,
Junior Clerk,F,male,40-59,
Transit Operator,P,male,0-39,
Patient Care Assistant,P,female,0-39,
Registered Nurse,P,female,40-59,
Police Officer,P,male,0-39,
Special Nurse,P,female,40-59,
Junior Clerk,P,male,0-39,
Public Svc Aide-Public Works,F,male,0-39,
Special Nurse,P,female,40-59,
IS Business Analyst-Senior,P,male,0-39,
Public SafetyComm Disp,P,male,0-39,
Protective Services Worker,P,female,0-39,
Library Page,P,male,0-39,
Special Nurse,P,female,40-59,
HSA Sr Eligibility Worker,P,female,0-39,
Public Service Trainee,P,male,0-39,
Porter,P,female,0-39,
Special Nurse,P,male,40-59,
Library Page,P,female,0-39,
Library Page,P,female,0-39,
General Laborer,P,male,0-39,
Custodian,P,female,0-39,
Public Service Trainee,P,male,0-39,
Parking Control Officer,P,male,0-39,
Public Svc Aide-Public Works,F,male,0-39,
Special Nurse,P,female,40-59,
Attorney (Civil/Criminal),P,female,40-59,
Junior Clerk,P,female,0-39,
Transit Operator,P,male,0-39,
Transit Operator,P,male,0-39,
Manager IV,P,female,40-59,
Special Nurse,P,male,40-59,
Library Page,P,male,0-39,
Parking Control Officer,P,female,0-39,
Librarian 1,P,female,0-39,
Public Service Trainee,F,female,0-39,
Public Svc Aide-Public Works,F,male,0-39,
Public Service Trainee,F,male,0-39,
General Laborer,P,male,40-59,
Police Officer,P,male,40-59,
Library Page,P,male,40-59,
Transit Operator,P,male,40-59,
Special Nurse,P,female,60-79,
Transit Operator,P,male,40-59,
Transit Operator,P,male,40-59,
Police Officer 2,P,male,40-59,
Police Officer,P,male,40-59,
HSA Sr Eligibility Worker,P,male,40-59,
Police Officer,P,female,40-59,
Police Officer,P,male,40-59,
Medical Evaluations Assistant,P,female,40-59,
HSA Sr Eligibility Worker,P,female,40-59,
Transit Operator,P,male,40-59,
Transit Operator,P,male,40-59,
Special Nurse,P,female,40-59,
Public Service Trainee,F,male,40-59,
Police Officer,P,female,40-59,
Police Officer,P,male,40-59,
Police Officer,P,male,40-59,
Police Officer,P,female,40-59,
Police Officer,P,female,40-59,
Police Officer,P,male,40-59,
Public Svc Aide-Public Works,F,female,0-39,
Special Nurse,P,female,40-59,
Transit Operator,P,male,40-59,
Manager III,P,female,40-59,
Registered Nurse,P,male,40-59,
Clerk,P,female,40-59,
Administrative Analyst,P,female,40-59,
Public Service Trainee,F,male,40-59,
Registered Nurse,P,female,40-59,
Nurse Practitioner,P,female,40-59,
Behavioral Health Clinician,P,female,40-59,
Special Nurse,P,male,40-59,
Patient Care Assistant,P,female,40-59,
Special Nurse,P,male,60-79,
Transit Operator,P,male,40-59,
HSA Sr Eligibility Worker,P,female,40-59,
Publ Svc Aide-Asst to Prof,F,male,40-59,
Transit Operator,P,male,40-59,
Lieutenant Fire Suppression,P,male,40-59,
Transit Operator,P,male,40-59,
Hospital Eligibility Worker,P,male,40-59,
Transit Operator,P,male,40-59,
Custodian,P,female,40-59,
Library Page,P,male,40-59,
Junior Clerk,F,female,40-59,
Police Officer,P,male,40-59,
StdntDsgn Train2/Arch/Eng/Plng,P,male,40-59,
Gardener,P,male,40-59,
Transit Operator,P,female,40-59,
Library Page,P,male,40-59,
Hospital Eligibility Worker,P,female,0-39,
Transit Operator,P,female,40-59,
Transit Operator,P,male,40-59,
Special Nurse,P,male,40-59,
Firefighter,P,male,60-79,
HSA Social Worker,P,male,40-59,
Special Nurse,P,female,40-59,
Gardener,P,female,40-59,
Hospital Eligibility Worker,P,female,40-59,
Special Nurse,P,female,40-59,
Public Service Trainee,P,female,40-59,
Health Worker 2,P,female,40-59,
Transit Operator,P,male,0-39,
General Laborer,P,male,40-59,
Registered Nurse,P,female,40-59,
EMT/Paramedic/Firefighter,P,male,40-59,
Public Service Trainee,F,female,40-59,
HSA Sr Eligibility Worker,P,female,40-59,
Gardener,P,male,40-59,
Transit Operator,P,female,40-59,
Police Officer,P,female,40-59,
General Laborer,F,female,40-59,
Library Page,P,female,40-59,
Attorney (Civil/Criminal),P,male,40-59,
Senior Clerk,P,female,40-59,
Attorney (Civil/Criminal),P,male,40-59,
Custodian,P,female,40-59,
Senior Human Resources Analyst,P,female,40-59,
Special Nurse,P,male,60-79,
Special Nurse,P,female,60-79,
Special Nurse,P,female,60-79,
Transit Operator,P,female,40-59,
Special Nurse,P,female,60-79,
Senior Physician Specialist,P,female,0-39,
Transit Operator,P,male,40-59,
Food Service Worker,P,male,40-59,
Transit Operator,P,female,40-59,
Police Officer 3,P,male,60-79,
Public Service Trainee,F,female,40-59,
Special Nurse,P,female,60-79,
Custodian,P,male,40-59,
Special Nurse,P,male,40-59,
Transit Operator,P,male,40-59,
Transit Operator,P,male,40-59,
Custodian,P,male,0-39,
Medical Evaluations Assistant,P,female,40-59,
Senior Clerk,P,male,40-59,
Medical Evaluations Assistant,P,female,40-59,
Special Nurse,P,female,40-59,
Porter,P,female,40-59,
Clerk,F,female,40-59,
Stationary Engineer,P,male,40-59,
General Laborer,P,male,40-59,
Library Page,P,male,40-59,
Protective Services Worker,P,male,0-39,
Manager I,P,male,40-59,
Public Service Trainee,F,male,40-59,
Senior Clerk,P,female,40-59,
Special Nurse,P,female,40-59,
Librarian 1,P,female,40-59,
Protective Services Worker,P,female,40-59,
Stationary Engineer,P,male,40-59,
Special Nurse,P,female,40-59,
HSA Sr Eligibility Worker,P,female,40-59,
Special Nurse,P,female,60-79,
Registered Nurse,P,female,40-59,
Special Nurse,P,female,40-59,
Transit Operator,P,male,40-59,
General Laborer,P,female,40-59,
Transit Operator,P,male,40-59,
Medical Evaluations Assistant,P,female,40-59,
Police Officer,P,male,40-59,
Truck Driver,P,female,40-59,
Special Nurse,P,female,60-79,
Special Nurse,P,female,40-59,
Librarian 1,P,female,40-59,
Clerk,P,male,40-59,
PS Aide to Prof,F,female,40-59,
Registered Nurse,P,male,40-59,
Transit Operator,P,male,40-59,
Clerk,F,male,40-59,
Transit Operator,P,female,40-59,
Transit Car Cleaner,P,female,40-59,
Electrician,P,male,40-59,
Stationary Eng Sewage Plant,P,male,40-59,
Senior Clerk Typist,P,female,40-59,
Senior Clerk Typist,P,male,40-59,
Hospital Eligibility Worker,P,female,40-59,
Special Nurse,P,male,60-79,
Librarian 1,P,female,40-59,
Clerk,P,female,40-59,
Transit Operator,P,male,40-59,
Special Nurse,P,female,60-79,
Transit Operator,F,male,40-59,
Registered Nurse,P,male,40-59,
Licensed Vocational Nurse,P,female,40-59,
HSA Social Worker,P,male,40-59,
Special Nurse,P,female,40-59,
Special Nurse,P,female,60-79,
Special Nurse,P,female,60-79,
Gardener,P,male,40-59,
HSA Sr Eligibility Worker,P,female,40-59,
Transit Operator,P,female,40-59,
Deputy Court Clerk II,P,female,40-59,
Transit Operator,P,male,40-59,
Public Svc Aide-Public Works,F,male,40-59,
General Laborer,P,female,40-59,
Registered Nurse,P,female,40-59,
Food Service Worker,P,female,40-59,
Transit Operator,P,male,40-59,
Custodian,P,female,40-59,
Manager III,P,female,40-59,
Nursing Assistant,P,female,40-59,
Administrative Analyst,P,male,40-59,
Transit Operator,P,male,40-59,
Transit Operator,P,male,40-59,
Nursing Assistant,P,female,40-59,
Nursing Assistant,P,male,40-59,
General Laborer,P,female,40-59,
Deputy Court Clerk II,P,male,40-59,
Gardener,P,male,40-59,
Manager II,P,female,40-59,
Gardener,P,male,40-59,
Special Nurse,P,female,60-79,
Transit Operator,P,male,40-59,
Health Worker 2,P,female,40-59,
Medical Evaluations Assistant,P,female,40-59,
Nurse Practitioner,P,female,60-79,
Transit Operator,P,male,40-59,
Transit Operator,P,female,40-59,
Librarian 1,P,male,40-59,
Transit Operator,P,male,40-59,
General Laborer,P,male,40-59,
Transit Operator,P,male,40-59,
Transit Operator,P,male,40-59,
Attorney (Civil/Criminal),P,female,40-59,
Custodian,P,male,40-59,
Medical Evaluations Assistant,P,female,40-59,
Protective Services Worker,P,female,40-59,
